측정일시,권역명,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20240325,동북권,도봉구,0.0145,0.0393,0.36,0.0031,17,8
20240325,동북권,동대문구,0.0169,0.0319,0.33,0.0021,17,6
20240325,서남권,동작구,0.0169,0.0372,0.31,0.0019,18,9
20240325,서북권,마포구,0.015,0.0398,0.31,0.0021,18,7
20240325,서북권,서대문구,0.014,0.0388,0.29,0.0022,23,12
20240325,동남권,서초구,0.0121,0.0343,0.26,0.0016,19,6
20240325,동북권,성동구,0.0152,0.0391,0.29,0.0025,16,7
20240325,동북권,성북구,0.0147,0.0308,0.3,0.0026,18,8
20240325,동남권,송파구,0.0163,0.0345,0.31,0.0023,19,7
20240325,서남권,양천구,0.0176,0.0368,0.38,0.0022,18,6
20240325,서남권,영등포구,0.0174,0.0371,0.34,0.0019,19,8
20240325,도심권,용산구,0.016,0.0361,0.29,0.002,18,6
20240325,서북권,은평구,0.0106,0.0392,0.41,0.0024,18,7
20240325,도심권,종로구,0.0138,0.0382,0.33,0.0021,15,9
20240325,도심권,중구,0.0184,0.037,0.31,0.0025,15,8
20240325,동북권,중랑구,0.012,0.035,0.28,0.0019,15,7
20240326,동남권,강남구,0.016,0.0374,0.29,0.0019,7,3
20240326,동남권,강동구,0.0142,0.0422,0.36,0.0019,4,1
20240326,동북권,강북구,0.0093,0.0388,0.27,0.0018,5,2
20240326,서남권,강서구,0.0164,0.0337,0.29,0.0023,6,3
20240326,서남권,관악구,0.0178,0.0342,0.36,0.002,9,4
20240326,동북권,광진구,0.0137,0.0367,,0.0025,5,2
20240326,서남권,구로구,0.0124,0.027,0.3,0.0019,9,2
20240326,서남권,금천구,0.0198,0.0355,0.3,0.0022,9,4
20240326,동북권,노원구,0.015,0.0301,0.31,0.0021,8,4
20240326,동북권,도봉구,0.0106,0.0408,0.33,0.003,7,4
20240326,동북권,동대문구,0.0164,0.0304,0.32,0.0018,6,3
20240326,서남권,동작구,0.0176,0.0366,0.29,0.0018,7,3
20240326,서북권,마포구,0.0169,0.0384,0.29,0.0019,8,3
20240326,서북권,서대문구,0.0136,0.0364,0.27,0.0022,11,7
20240326,동남권,서초구,0.0148,0.0311,0.3,0.0019,9,3
20240326,동북권,성동구,0.016,0.0363,0.28,0.0024,7,3
20240326,동북권,성북구,0.0115,0.0313,0.47,0.0026,7,3
20240326,동남권,송파구,0.0132,0.037,0.27,0.0018,6,2
20240326,서남권,양천구,0.0194,0.0351,0.33,0.0022,8,4
20240326,서남권,영등포구,0.0184,0.0351,0.32,0.0018,8,3
20240326,도심권,용산구,0.0164,0.0348,0.3,0.0018,8,3
20240326,서북권,은평구,0.0105,0.0358,0.42,0.0024,6,2
20240326,도심권,종로구,0.014,0.0363,0.32,0.0019,5,3
20240326,도심권,중구,0.0164,0.0366,0.27,0.0022,5,3
20240326,동북권,중랑구,0.0141,0.0326,0.28,0.0017,6,2
20240327,동남권,강남구,0.0258,0.0295,0.39,0.0025,22,14
20240327,동남권,강동구,0.0262,0.0306,0.49,0.0024,25,14
20240327,동북권,강북구,0.0192,0.0305,0.39,0.0023,20,12
20240327,서남권,강서구,0.0271,0.0278,0.43,0.0031,24,15
20240327,서남권,관악구,0.0275,0.0273,0.48,0.0027,28,17
20240327,동북권,광진구,0.0261,0.0279,,0.003,20,12
20240327,서남권,구로구,0.0196,0.0173,0.37,0.0024,29,17
20240327,서남권,금천구,0.0269,0.0265,0.47,0.0028,27,17
20240327,동북권,노원구,0.0255,0.0237,0.43,0.0027,24,14
20240327,동북권,도봉구,0.0225,0.0303,0.48,0.0034,26,17
20240327,동북권,동대문구,0.0258,0.0252,0.41,0.0024,23,13
20240327,서남권,동작구,0.0262,0.0304,0.4,0.0025,25,17
20240327,서북권,마포구,0.0284,0.0298,0.41,0.0025,22,14
20240327,서북권,서대문구,0.0242,0.0267,0.44,0.0031,31,23
20240327,동남권,서초구,0.0241,0.0266,0.47,0.0023,35,19
20240327,동북권,성동구,0.0278,0.0266,0.41,0.0027,23,13
20240327,동북권,성북구,0.0233,0.0232,0.55,0.0031,26,15
20240327,동남권,송파구,0.0253,0.0254,0.39,0.0024,24,12
20240327,서남권,양천구,0.0281,0.0295,0.41,0.0029,25,15
20240327,서남권,영등포구,0.0256,0.0308,0.41,0.0025,23,17
20240327,도심권,용산구,0.028,0.0254,0.42,0.0024,23,12
20240327,서북권,은평구,0.0191,0.028,0.54,0.0028,29,20
20240327,도심권,종로구,0.0253,0.0271,0.43,0.0026,22,14
20240327,도심권,중구,0.0283,0.0239,0.39,0.0028,18,14
20240327,동북권,중랑구,0.0257,0.0238,0.42,0.0022,19,13
20240328,동남권,강남구,0.0298,0.0241,0.43,0.0025,28,18
20240328,동남권,강동구,0.0311,0.0237,0.55,0.0021,33,20
20240328,동북권,강북구,0.0203,0.0256,0.41,0.0022,28,14
20240328,서남권,강서구,0.0254,0.0277,0.44,0.003,28,11
20240328,서남권,관악구,0.0241,0.0289,0.46,0.0027,28,13
20240328,동북권,광진구,0.0342,0.0186,0.46,0.0029,28,16
20240328,서남권,구로구,0.019,0.0233,0.35,0.0026,39,15
20240328,서남권,금천구,0.0261,0.0272,0.48,0.0029,26,11
20240328,동북권,노원구,0.027,0.0193,0.43,0.0026,30,17
20240328,동북권,도봉구,0.0235,0.0254,0.47,0.0031,37,20
20240328,동북권,동대문구,0.0296,0.0197,0.49,0.0027,32,17
20240328,서남권,동작구,0.0233,0.0301,0.38,0.0023,23,12
20240328,서북권,마포구,0.027,0.0301,0.42,0.0027,26,12
20240328,서북권,서대문구,0.0253,0.0251,0.41,0.0026,39,23
20240328,동남권,서초구,0.0223,0.0259,0.47,0.0024,41,20
20240328,동북권,성동구,0.0287,0.022,0.42,0.0026,31,15
20240328,동북권,성북구,0.0251,0.0187,0.55,0.0029,38,17
20240328,동남권,송파구,0.0281,0.0195,0.42,0.0024,26,13
20240328,서남권,양천구,0.0278,0.028,0.42,0.0029,32,12
20240328,서남권,영등포구,0.0256,0.029,0.42,0.0026,27,15
20240328,도심권,용산구,0.031,0.0205,0.45,0.0026,26,12
20240328,서북권,은평구,0.0203,0.0266,0.56,0.0027,37,18
20240328,도심권,종로구,0.0257,0.024,0.48,0.0028,30,16
20240328,도심권,중구,0.0277,0.0196,0.44,0.0028,24,17
20240328,동북권,중랑구,0.0255,0.0216,0.44,0.0023,25,15
20240329,동남권,강남구,0.0213,0.0356,0.41,0.0022,222,46
20240329,동남권,강동구,0.0225,0.0371,0.55,0.002,271,46
20240329,동북권,강북구,0.016,0.0357,0.4,0.0021,246,33
20240329,서남권,강서구,0.0209,0.032,0.4,0.0024,216,43
20240329,서남권,관악구,0.0201,0.0327,0.47,0.0022,228,41
20240329,동북권,광진구,0.0253,0.032,0.51,0.0025,243,39
20240329,서남권,구로구,0.0148,0.0285,0.34,0.002,245,41
20240329,서남권,금천구,0.022,0.0322,0.46,0.0026,210,34
20240329,동북권,노원구,0.02,0.0293,0.4,0.0023,262,48
20240329,동북권,도봉구,0.0173,0.0366,0.43,0.0028,257,47
20240329,동북권,동대문구,0.0213,0.0275,0.45,0.0021,228,33
20240329,서남권,동작구,0.0194,0.0359,0.4,0.002,206,39
20240329,서북권,마포구,0.0226,0.036,0.4,0.0022,219,32
20240329,서북권,서대문구,0.021,0.0345,0.38,0.0022,230,49
20240329,동남권,서초구,0.0173,0.0332,0.45,0.002,266,49
20240329,동북권,성동구,0.0221,0.0315,0.42,0.002,225,34
20240329,동북권,성북구,0.0169,0.0284,0.6,0.0027,248,46
20240329,동남권,송파구,0.0219,0.0296,0.41,0.0021,252,40
20240329,서남권,양천구,0.0232,0.0332,0.41,0.0024,212,32
20240329,서남권,영등포구,0.0193,0.0363,0.4,0.0021,185,44
20240329,도심권,용산구,0.0222,0.0309,0.43,0.0021,255,38
20240329,서북권,은평구,0.0175,0.0327,0.48,0.0026,244,47
20240329,도심권,종로구,0.0176,0.0345,0.43,0.0023,224,36
20240329,도심권,중구,0.0217,0.0258,0.39,0.0025,191,42
20240329,동북권,중랑구,0.0228,0.0275,0.44,0.002,178,39
20240330,동남권,강남구,0.0243,0.0356,0.4,0.0025,87,25
20240330,동남권,강동구,0.0243,0.0391,0.55,0.0023,93,21
20240330,동북권,강북구,0.0146,0.0387,0.38,0.0022,76,15
20240330,서남권,강서구,0.0237,0.0333,0.47,0.0027,95,23
20240330,서남권,관악구,0.0259,0.0319,0.49,0.0025,98,24
20240330,동북권,광진구,0.0251,0.0352,0.47,0.0021,86,26
20240330,서남권,구로구,0.0181,0.0283,0.36,0.0024,106,24
20240330,서남권,금천구,0.0285,0.0304,0.48,0.0028,89,21
20240330,동북권,노원구,0.0204,0.0309,0.41,0.0026,86,23
20240330,동북권,도봉구,0.016,0.0404,0.4,0.0028,84,22
20240330,동북권,동대문구,0.0221,0.0309,0.44,0.0023,88,18
20240330,서남권,동작구,0.0249,0.0342,0.41,0.0023,83,21
20240330,서북권,마포구,0.0251,0.0375,0.41,0.0024,89,19
20240330,서북권,서대문구,0.0239,0.0366,0.35,0.0024,88,26
20240330,동남권,서초구,0.0212,0.0328,0.45,0.0022,107,25
20240330,동북권,성동구,0.023,0.0351,0.41,0.0023,87,20
20240330,동북권,성북구,0.018,0.0314,0.58,0.0029,89,24
20240330,동남권,송파구,0.024,0.0309,0.41,0.0023,95,24
20240330,서남권,양천구,0.0266,0.0345,0.43,0.0027,94,20
20240330,서남권,영등포구,0.0229,0.0374,0.4,0.0024,80,25
20240330,도심권,용산구,0.0254,0.0313,0.44,0.0024,100,22
20240330,서북권,은평구,0.0183,0.0353,0.43,0.0028,92,24
20240330,도심권,종로구,0.0212,0.0351,0.42,0.0026,87,22
20240330,도심권,중구,0.023,0.0289,0.38,0.0028,74,22
20240330,동북권,중랑구,0.0195,0.0336,0.4,0.0022,72,21
20240331,동남권,강남구,0.0155,0.0411,0.36,0.0024,39,12
20240331,동남권,강동구,0.0148,0.044,0.47,0.0024,42,7
20240331,동북권,강북구,0.0097,0.042,0.33,0.0022,36,10
20240331,서남권,강서구,0.0161,0.0372,0.38,0.0026,42,10
20240331,서남권,관악구,0.0185,0.0356,0.43,0.0025,44,13
20240331,동북권,광진구,0.0172,0.0371,0.37,0.0018,39,11
20240331,서남권,구로구,0.0125,0.0323,0.32,0.0025,50,10
20240331,서남권,금천구,0.0193,0.0365,0.48,0.0027,36,10
20240331,동북권,노원구,0.0123,0.0359,0.34,0.0025,42,13
20240331,동북권,도봉구,0.0107,0.0438,0.34,0.0027,43,11
20240331,동북권,동대문구,0.0158,0.034,0.39,0.0024,39,10
20240331,서남권,동작구,0.0167,0.0396,0.36,0.0023,37,11
20240331,서북권,마포구,0.0197,0.0385,0.38,0.0024,44,12
20240331,서북권,서대문구,0.0169,0.0385,0.52,0.0029,44,16
20240331,동남권,서초구,0.0149,0.0368,0.41,0.0022,52,12
20240331,동북권,성동구,0.016,0.0397,0.35,0.0025,40,11
20240331,동북권,성북구,0.0118,0.036,0.47,0.0032,41,11
20240331,동남권,송파구,0.0152,0.0377,0.35,0.0023,45,12
20240331,서남권,양천구,0.0196,0.0373,0.39,0.0027,43,11
20240331,서남권,영등포구,0.0164,0.0409,0.35,0.0023,37,12
20240331,도심권,용산구,0.0165,0.0362,0.4,0.0023,47,12
20240331,서북권,은평구,0.0117,0.0377,0.36,0.0028,45,11
20240331,도심권,종로구,0.0131,0.04,0.35,0.0025,38,12
20240331,도심권,중구,0.0152,0.0321,0.34,0.0029,34,13
20240331,동북권,중랑구,0.0137,0.0367,0.35,0.0022,34,11
20240401,동남권,강남구,0.0276,0.0371,0.39,0.0028,40,14
20240401,동남권,강동구,0.026,0.0419,0.5,0.0028,43,10
20240401,동북권,강북구,0.0131,0.0448,0.34,0.0025,42,17
20240401,서남권,강서구,0.0248,0.0327,0.38,0.0029,46,13
20240401,서남권,관악구,0.0306,0.029,0.48,0.0029,44,15
20240401,동북권,광진구,0.0295,0.0346,0.38,0.0019,42,15
20240401,서남권,구로구,0.0199,0.0282,0.34,0.0027,51,12
20240401,서남권,금천구,0.0303,0.0291,0.46,0.0029,37,11
20240401,동북권,노원구,0.0193,0.0386,0.36,0.0029,45,16
20240401,동북권,도봉구,0.0156,0.0471,0.34,0.0029,46,16
20240401,동북권,동대문구,0.0273,0.0316,0.44,0.0028,42,13
20240401,서남권,동작구,0.0276,0.034,0.4,0.0025,37,13
20240401,서북권,마포구,0.0256,0.0369,0.37,0.0029,44,14
20240401,서북권,서대문구,0.0246,0.0373,,0.0035,41,15
20240401,동남권,서초구,0.026,0.0313,0.42,0.0024,61,16
20240401,동북권,성동구,0.0323,0.0296,0.41,0.0028,42,13
20240401,동북권,성북구,0.0234,0.032,0.46,0.0034,46,14
20240401,동남권,송파구,0.0318,0.028,0.42,0.0028,48,15
20240401,서남권,양천구,0.0283,0.0335,0.4,0.0029,42,13
20240401,서남권,영등포구,0.0265,0.0361,0.38,0.0026,37,14
20240401,도심권,용산구,0.0315,0.0283,0.46,0.0026,47,15
20240401,서북권,은평구,0.017,0.0376,0.35,0.0029,40,11
20240401,도심권,종로구,0.0254,0.0345,0.44,0.0028,38,14
20240401,도심권,중구,0.0278,0.027,0.4,0.0031,33,14
20240401,동북권,중랑구,0.0202,0.0374,0.37,0.0025,37,16
20240402,동남권,강남구,0.0441,0.0304,0.51,0.0032,51,24
20240402,동남권,강동구,0.0404,0.0409,0.61,0.0032,54,23
20240402,동북권,강북구,0.0192,0.05,0.4,0.0028,44,22
20240402,서남권,강서구,0.0392,0.0321,0.53,0.0036,49,17
20240402,서남권,관악구,0.0452,0.0258,0.63,0.0033,51,22
20240402,동북권,광진구,0.0417,0.0334,0.5,0.003,48,22
20240402,서남권,구로구,0.0282,0.0294,0.42,0.0029,59,20
20240402,서남권,금천구,0.0379,0.0342,0.5,0.0034,39,16
20240402,동북권,노원구,0.0355,0.033,0.51,0.0039,50,25
20240402,동북권,도봉구,0.0256,0.0486,0.43,0.0033,51,26
20240402,동북권,동대문구,0.0369,0.0349,0.5,0.0034,50,21
20240402,서남권,동작구,0.0427,0.0286,0.52,0.0028,44,20
20240402,서북권,마포구,0.0412,0.0367,0.5,0.0034,50,21
20240402,서북권,서대문구,0.0345,0.0441,,0.0039,52,25
20240402,동남권,서초구,0.0408,0.0288,0.54,0.0026,68,26
20240402,동북권,성동구,0.0416,0.0321,0.48,0.0041,50,21
20240402,동북권,성북구,0.0301,0.0379,0.52,0.0038,57,25
20240402,동남권,송파구,0.0401,0.0324,0.49,0.0032,57,22
20240402,서남권,양천구,0.0387,0.0365,0.49,0.0034,47,18
20240402,서남권,영등포구,0.0405,0.033,0.5,0.0032,44,23
20240402,도심권,용산구,0.0466,0.0258,0.55,0.0033,55,24
20240402,서북권,은평구,0.0238,0.0455,0.44,0.0035,51,22
20240402,도심권,종로구,0.0356,0.0383,0.52,0.0037,49,25
20240402,도심권,중구,0.0376,0.0305,0.47,0.0037,43,25
20240402,동북권,중랑구,0.0286,0.0383,0.43,0.0028,41,23
20240403,동남권,강남구,0.0353,0.0279,0.44,0.0028,38,21
20240403,동남권,강동구,0.0385,0.0282,0.59,0.0026,36,19
20240403,동북권,강북구,0.0262,0.0309,0.44,0.0027,34,18
20240403,서남권,강서구,0.0397,0.0248,0.54,0.0034,52,23
20240403,서남권,관악구,0.0383,0.0255,0.55,0.0031,46,24
20240403,동북권,광진구,0.038,0.0272,0.55,0.0025,36,19
20240403,서남권,구로구,0.0269,0.0243,0.4,0.0026,48,22
20240403,서남권,금천구,0.0321,0.0284,0.47,0.0031,28,14
20240403,동북권,노원구,0.0345,0.0236,0.48,0.0033,44,25
20240403,동북권,도봉구,0.0305,0.0317,0.54,0.0034,43,23
20240403,동북권,동대문구,0.0358,0.0261,0.5,0.0033,42,21
20240403,서남권,동작구,0.0372,0.0257,0.47,0.0026,37,20
20240403,서북권,마포구,0.0375,0.031,0.48,0.003,41,20
20240403,서북권,서대문구,0.0321,0.036,,0.0035,37,22
20240403,동남권,서초구,0.0402,0.02,0.54,0.0022,56,25
20240403,동북권,성동구,0.0402,0.0224,0.44,0.0037,41,20
20240403,동북권,성북구,0.032,0.0243,0.55,0.0034,45,23
20240403,동남권,송파구,0.0396,0.0187,0.46,0.0028,42,21
20240403,서남권,양천구,0.0424,0.0255,0.52,0.0031,43,21
20240403,서남권,영등포구,0.0399,0.0252,0.49,0.0029,39,24
20240403,도심권,용산구,0.0433,0.0227,0.52,0.0031,44,22
20240403,서북권,은평구,0.0276,0.0321,0.52,0.0031,38,18
20240403,도심권,종로구,0.0334,0.0295,0.51,0.0033,40,21
20240403,도심권,중구,0.0354,0.023,0.46,0.0034,35,23
20240403,동북권,중랑구,0.0249,0.0309,0.39,0.0025,34,19
20240404,동남권,강남구,0.0174,0.046,0.32,0.0024,29,14
20240404,동남권,강동구,0.0124,0.0557,0.41,0.0021,23,9
20240404,동북권,강북구,0.0154,0.0413,0.35,0.0024,31,15
20240404,서남권,강서구,0.0249,0.0345,0.47,0.0029,42,18
20240404,서남권,관악구,0.0186,0.041,0.4,0.0026,33,16
20240404,동북권,광진구,0.0137,0.0484,0.4,0.0024,27,12
20240404,서남권,구로구,0.0125,0.0367,0.31,0.0022,37,12
20240404,서남권,금천구,0.0176,0.039,0.37,0.0027,30,14
20240404,동북권,노원구,0.013,0.0422,0.3,0.0027,33,16
20240404,동북권,도봉구,0.0139,0.0475,0.42,0.0032,33,16
20240404,동북권,동대문구,0.0178,0.0384,0.36,0.0027,31,14
20240404,서남권,동작구,0.0175,0.0433,0.33,0.0023,28,14
20240404,서북권,마포구,0.0169,0.0492,0.35,0.0025,33,15
20240404,서북권,서대문구,0.0165,0.0501,,0.0025,32,18
20240404,동남권,서초구,0.018,0.0402,0.41,0.002,39,14
20240404,동북권,성동구,0.0149,0.0457,0.3,0.003,28,14
20240404,동북권,성북구,0.014,0.04,0.39,0.0031,32,14
20240404,동남권,송파구,0.0169,0.0412,0.33,0.0023,31,13
20240404,서남권,양천구,0.0227,0.0407,0.4,0.0026,36,17
20240404,서남권,영등포구,0.0185,0.043,0.37,0.0023,31,19
20240404,도심권,용산구,0.0165,0.0423,0.35,0.0025,32,14
20240404,서북권,은평구,0.0134,0.0427,0.45,0.0027,33,15
20240404,도심권,종로구,0.0143,0.0453,0.35,0.0027,29,15
20240404,도심권,중구,0.0189,0.0356,0.35,0.003,27,17
20240404,동북권,중랑구,0.0122,0.0422,0.31,0.0021,26,14
20240405,동남권,강남구,0.0165,0.05,0.34,0.0026,39,21
20240405,동남권,강동구,0.014,0.0569,0.45,0.0027,35,18
20240405,동북권,강북구,0.0139,0.0519,0.33,0.0024,38,19
20240405,서남권,강서구,0.0194,0.0452,0.38,0.0027,43,20
20240405,서남권,관악구,0.0175,0.0478,0.41,0.0027,45,23
20240405,동북권,광진구,0.0189,0.0462,0.45,0.0028,39,20
20240405,서남권,구로구,0.012,0.0406,0.31,0.0024,47,18
20240405,서남권,금천구,0.0175,0.0489,0.41,0.0029,39,19
20240405,동북권,노원구,0.0149,0.0442,0.34,0.0027,43,23
20240405,동북권,도봉구,0.014,0.0507,0.41,0.0032,40,20
20240405,동북권,동대문구,0.0189,0.0414,0.37,0.0028,41,20
20240405,서남권,동작구,0.0145,0.0538,0.32,0.0024,38,21
20240405,서북권,마포구,0.0187,0.0518,0.34,0.0026,42,21
20240405,서북권,서대문구,0.0192,0.048,0.49,0.0024,45,23
20240405,동남권,서초구,0.0151,0.0442,0.4,0.0024,55,21
20240405,동북권,성동구,0.0197,0.0447,0.34,0.0027,39,19
20240405,동북권,성북구,0.0138,0.0443,0.39,0.0032,41,19
20240405,동남권,송파구,0.0167,0.0469,0.33,0.0025,40,20
20240405,서남권,양천구,0.0191,0.0488,0.35,0.0026,41,21
20240405,서남권,영등포구,0.0188,0.0456,0.35,0.0024,38,22
20240405,도심권,용산구,0.0203,0.043,0.38,0.0025,45,20
20240405,서북권,은평구,0.0163,0.0454,0.47,0.0029,45,21
20240405,도심권,종로구,0.0165,0.0472,0.36,0.0028,40,21
20240405,도심권,중구,0.0201,0.042,0.35,0.003,34,21
20240405,동북권,중랑구,0.0175,0.0402,0.35,0.0023,34,22
20240406,동남권,강남구,0.0307,0.0437,0.49,0.0031,62,37
20240406,동남권,강동구,0.0344,0.044,0.65,0.0029,66,42
20240406,동북권,강북구,0.018,0.0497,0.44,0.0026,51,30
20240406,서남권,강서구,0.033,0.0387,0.51,0.0038,73,41
20240406,서남권,관악구,0.0327,0.0399,0.56,0.0032,67,40
20240406,동북권,광진구,0.0389,0.0359,0.66,0.0031,62,40
20240406,서남권,구로구,0.0207,0.0359,0.4,0.003,75,42
20240406,서남권,금천구,0.0305,0.0404,0.54,0.0033,58,35
20240406,동북권,노원구,0.0277,0.0362,0.5,0.0031,62,39
20240406,동북권,도봉구,0.0212,0.0484,0.52,0.0033,55,33
20240406,동북권,동대문구,0.033,0.0354,0.57,0.0034,67,38
20240406,서남권,동작구,0.0256,0.0461,0.45,0.0027,53,34
20240406,서북권,마포구,0.0347,0.0436,0.5,0.0036,65,43
20240406,서북권,서대문구,0.0283,0.0406,0.63,0.0037,66,42
20240406,동남권,서초구,0.025,0.0368,0.52,0.003,82,43
20240406,동북권,성동구,0.0356,0.0363,0.52,0.0033,63,34
20240406,동북권,성북구,0.0223,0.0412,0.54,0.0036,61,34
20240406,동남권,송파구,0.0301,0.0396,0.48,0.0028,59,33
20240406,서남권,양천구,0.0323,0.0428,0.49,0.0036,68,44
20240406,서남권,영등포구,0.0279,0.0439,0.48,0.0032,61,45
20240406,도심권,용산구,0.0369,0.0349,0.61,0.0033,70,40
20240406,서북권,은평구,0.0222,0.0401,0.55,0.003,63,35
20240406,도심권,종로구,0.0277,0.0414,0.52,0.0035,66,42
20240406,도심권,중구,0.0317,0.0412,0.49,0.0037,58,44
20240406,동북권,중랑구,0.033,0.0327,0.55,0.0029,57,42
20240407,동남권,강남구,0.027,0.0515,0.49,0.003,52,32
20240407,동남권,강동구,0.0273,0.0577,0.64,0.0029,58,37
20240407,동북권,강북구,0.0177,0.0585,0.46,0.0027,48,29
20240407,서남권,강서구,0.0299,0.05,0.55,0.0039,58,32
20240407,서남권,관악구,0.0276,0.0503,0.54,0.0033,52,30
20240407,동북권,광진구,0.0313,0.0469,0.62,0.003,54,34
20240407,서남권,구로구,0.0201,0.0422,0.4,0.0029,61,29
20240407,서남권,금천구,0.0262,0.0514,0.56,0.0033,43,25
20240407,동북권,노원구,0.0236,0.0471,0.49,0.0033,55,34
20240407,동북권,도봉구,0.0196,0.0572,0.51,0.0033,50,31
20240407,동북권,동대문구,0.0292,0.0441,0.56,0.0032,57,33
20240407,서남권,동작구,0.0241,0.0555,0.45,0.0028,45,27
20240407,서북권,마포구,0.0312,0.0534,0.49,0.0033,53,33
20240407,서북권,서대문구,0.0251,0.0512,0.56,0.0039,55,34
20240407,동남권,서초구,0.0234,0.0432,0.52,0.003,63,33
20240407,동북권,성동구,0.0286,0.0467,0.5,0.0032,54,30
20240407,동북권,성북구,0.023,0.0458,0.58,0.0037,56,31
20240407,동남권,송파구,0.0259,0.0482,0.48,0.003,51,29
20240407,서남권,양천구,0.0318,0.0515,0.5,0.0034,55,34
20240407,서남권,영등포구,0.031,0.0483,0.5,0.0033,52,36
20240407,도심권,용산구,0.034,0.0425,0.62,0.0034,61,36
20240407,서북권,은평구,0.0193,0.0518,0.53,0.0033,52,30
20240407,도심권,종로구,0.0247,0.0507,0.52,0.0035,54,34
20240407,도심권,중구,0.0292,0.0484,0.49,0.0036,46,35
20240407,동북권,중랑구,0.0273,0.0432,0.53,0.0029,49,37
20240408,동남권,강남구,0.0392,0.0364,0.51,0.0029,53,29
20240408,동남권,강동구,0.038,0.042,0.66,0.0027,59,31
20240408,동북권,강북구,0.0205,0.053,0.43,0.0026,46,25
20240408,서남권,강서구,0.042,0.0305,0.51,0.0042,55,25
20240408,서남권,관악구,0.0471,0.0268,0.62,0.0034,60,30
20240408,동북권,광진구,0.0439,0.0296,0.63,0.0028,50,27
20240408,서남권,구로구,0.0297,0.0252,0.45,0.003,68,30
20240408,서남권,금천구,0.0464,0.0244,0.6,0.0037,48,24
20240408,동북권,노원구,0.0311,0.0369,0.48,0.0031,53,29
20240408,동북권,도봉구,0.0246,0.0491,0.52,0.0031,54,27
20240408,동북권,동대문구,0.0396,0.0312,0.58,0.003,55,27
20240408,서남권,동작구,0.0415,0.0351,0.53,0.003,51,28
20240408,서북권,마포구,0.0413,0.0354,0.49,0.0029,52,27
20240408,서북권,서대문구,0.0314,0.0341,0.61,0.0032,54,30
20240408,동남권,서초구,0.0378,0.0267,0.57,0.0028,76,32
20240408,동북권,성동구,0.0424,0.031,0.51,0.0031,53,25
20240408,동북권,성북구,0.0328,0.0321,0.6,0.0033,56,27
20240408,동남권,송파구,0.0406,0.0336,0.52,0.0028,59,27
20240408,서남권,양천구,0.0461,0.0321,0.55,0.0037,54,28
20240408,서남권,영등포구,0.0462,0.0298,0.56,0.0032,50,31
20240408,도심권,용산구,0.043,0.031,0.6,0.0031,59,28
20240408,서북권,은평구,0.0244,0.0407,0.57,0.003,53,26
20240408,도심권,종로구,0.0333,0.0358,0.55,0.0032,52,29
20240408,도심권,중구,0.0367,0.0355,0.5,0.0033,44,29
20240408,동북권,중랑구,0.0326,0.0358,0.49,0.0025,44,29
20240409,동남권,강남구,0.0163,0.046,0.32,0.0023,37,18
20240409,동남권,강동구,0.0133,0.0532,0.44,0.0022,30,13
20240409,동북권,강북구,0.0096,0.0515,0.31,0.0023,35,18
20240409,서남권,강서구,0.0169,0.0445,0.39,0.0026,41,18
20240409,서남권,관악구,0.0191,0.0421,0.41,0.0026,46,22
20240409,동북권,광진구,0.0138,0.0409,0.42,0.0026,36,17
20240409,서남권,구로구,0.0114,0.0361,0.31,0.0024,48,18
20240409,서남권,금천구,0.0207,0.0408,0.4,0.0028,38,20
20240409,동북권,노원구,0.0118,0.0434,0.31,0.0026,39,21
20240409,동북권,도봉구,0.0104,0.0515,0.37,0.0029,39,16
20240409,동북권,동대문구,0.0155,0.0431,0.34,0.0025,40,18
20240409,서남권,동작구,0.0176,0.0462,0.35,0.0023,39,20
20240409,서북권,마포구,0.0178,0.0479,0.34,0.0023,41,19
20240409,서북권,서대문구,0.0172,0.0389,0.37,0.0024,42,20
20240409,동남권,서초구,0.0164,0.0377,0.39,0.0023,50,18
20240409,동북권,성동구,0.0142,0.0454,0.31,0.0032,36,16
20240409,동북권,성북구,0.0105,0.0438,0.38,0.003,40,16
20240409,동남권,송파구,0.0156,0.044,0.33,0.0022,40,18
20240409,서남권,양천구,0.0179,0.0461,0.35,0.0026,41,20
20240409,서남권,영등포구,0.0178,0.0439,0.34,0.0023,37,21
20240409,도심권,용산구,0.0178,0.0414,0.36,0.0025,41,17
20240409,서북권,은평구,0.0111,0.0443,0.41,0.0027,40,16
20240409,도심권,종로구,0.012,0.0479,0.34,0.0027,37,20
20240409,도심권,중구,0.0158,0.0462,0.33,0.0028,34,20
20240409,동북권,중랑구,0.0108,0.043,0.3,0.0022,31,17
20240410,동남권,강남구,0.013,0.0497,0.31,0.0024,40,18
20240410,동남권,강동구,0.013,0.054,0.47,0.0023,39,17
20240410,동북권,강북구,0.01,0.0513,0.28,0.0021,37,15
20240410,서남권,강서구,0.0122,0.0494,0.31,0.0027,44,17
20240410,서남권,관악구,0.0129,0.0491,0.37,0.0027,47,20
20240410,동북권,광진구,0.014,0.0413,0.47,0.0026,40,18
20240410,서남권,구로구,0.008,0.0403,0.28,0.0025,49,17
20240410,서남권,금천구,0.0123,0.0487,0.35,0.0027,40,18
